chr	start	stop	num	list	COAD	LUAD	BRCAc	PRAD	SKCM	HIGI	SCC	DLBL	MESO	OVCA	SCLC	healthy	clusterID	distinct	num_distinct
1	160986214	160986361	1	2	0	1	0	0	0	0	0	0	0	0	0	0	286	{'2'}	1
1	161008298	161008462	1	5	0	0	0	0	1	0	0	0	0	0	0	0	287	{'5'}	1
1	161008662	161008849	1	5	0	0	0	0	1	0	0	0	0	0	0	0	288	{'5'}	1
1	161068319	161068396	1	5	0	0	0	0	1	0	0	0	0	0	0	0	289	{'5'}	1
1	161168105	161168146	1	12	0	0	0	0	0	0	0	0	0	0	0	1	290	{'12'}	1
1	161168207	161168235	1	12	0	0	0	0	0	0	0	0	0	0	0	1	291	{'12'}	1
1	161275580	161275648	1	3	0	0	1	0	0	0	0	0	0	0	0	0	292	{'3'}	1
1	161591592	161591656	1	1	1	0	0	0	0	0	0	0	0	0	0	0	293	{'1'}	1
1	162792221	162792309	1	5	0	0	0	0	1	0	0	0	0	0	0	0	294	{'5'}	1
1	167486971	167487036	1	7	0	0	0	0	0	0	1	0	0	0	0	0	295	{'7'}	1
1	168806484	168806648	1	2	0	1	0	0	0	0	0	0	0	0	0	0	296	{'2'}	1
1	169396636	169396755	1	3	0	0	1	0	0	0	0	0	0	0	0	0	297	{'3'}	1
1	169429688	169429722	1	6	0	0	0	0	0	1	0	0	0	0	0	0	298	{'6'}	1
1	170630066	170630144	1	12	0	0	0	0	0	0	0	0	0	0	0	1	299	{'12'}	1
1	171810392	171810532	1	3	0	0	1	0	0	0	0	0	0	0	0	0	300	{'3'}	1
1	171810658	171810782	1	3	0	0	1	0	0	0	0	0	0	0	0	0	301	{'3'}	1
1	171810839	171810911	1	3	0	0	1	0	0	0	0	0	0	0	0	0	302	{'3'}	1
1	175162329	175162397	1	9	0	0	0	0	0	0	0	0	1	0	0	0	303	{'9'}	1
1	178456161	178456179	1	10	0	0	0	0	0	0	0	0	0	1	0	0	304	{'10'}	1
1	181287662	181287740	1	1	1	0	0	0	0	0	0	0	0	0	0	0	305	{'1'}	1
1	183155116	183155236	1	5	0	0	0	0	1	0	0	0	0	0	0	0	306	{'5'}	1
1	183155456	183155538	1	5	0	0	0	0	1	0	0	0	0	0	0	0	307	{'5'}	1
1	183386328	183386383	1	1	1	0	0	0	0	0	0	0	0	0	0	0	308	{'1'}	1
1	184006377	184006484	1	8	0	0	0	0	0	0	0	1	0	0	0	0	309	{'8'}	1
1	196577922	196577992	1	1	1	0	0	0	0	0	0	0	0	0	0	0	310	{'1'}	1
1	201084122	201084238	1	3	0	0	1	0	0	0	0	0	0	0	0	0	311	{'3'}	1
1	201084260	201084288	1	3	0	0	1	0	0	0	0	0	0	0	0	0	312	{'3'}	1
1	201084339	201084374	1	3	0	0	1	0	0	0	0	0	0	0	0	0	313	{'3'}	1
1	201096201	201096300	1	9	0	0	0	0	0	0	0	0	1	0	0	0	314	{'9'}	1
1	201253135	201253390	1	7	0	0	0	0	0	0	1	0	0	0	0	0	315	{'7'}	1
1	201368613	201368700	1	8	0	0	0	0	0	0	0	1	0	0	0	0	316	{'8'}	1
1	201617933	201618019	1	8	0	0	0	0	0	0	0	1	0	0	0	0	317	{'8'}	1
1	201618257	201618308	1	12	0	0	0	0	0	0	0	0	0	0	0	1	318	{'12'}	1
1	201618696	201618770	1	12	0	0	0	0	0	0	0	0	0	0	0	1	319	{'12'}	1
1	201708837	201708904	1	5	0	0	0	0	1	0	0	0	0	0	0	0	320	{'5'}	1
1	201709036	201709145	1	5	0	0	0	0	1	0	0	0	0	0	0	0	321	{'5'}	1
1	201893315	201893369	1	9	0	0	0	0	0	0	0	0	1	0	0	0	322	{'9'}	1
1	201979743	201979801	1	9	0	0	0	0	0	0	0	0	1	0	0	0	323	{'9'}	1
1	201982066	201982125	1	9	0	0	0	0	0	0	0	0	1	0	0	0	324	{'9'}	1
1	201982192	201982426	1	9	0	0	0	0	0	0	0	0	1	0	0	0	325	{'9'}	1
1	201984385	201984444	3	7,9,9	0	0	0	0	0	0	1	0	2	0	0	0	326	{'9', '7'}	2
1	203045589	203045706	1	12	0	0	0	0	0	0	0	0	0	0	0	1	327	{'12'}	1
1	203365533	203365679	1	7	0	0	0	0	0	0	1	0	0	0	0	0	328	{'7'}	1
1	204118849	204119000	1	3	0	0	1	0	0	0	0	0	0	0	0	0	329	{'3'}	1
1	204531743	204531798	1	3	0	0	1	0	0	0	0	0	0	0	0	0	330	{'3'}	1
1	204721388	204721444	1	9	0	0	0	0	0	0	0	0	1	0	0	0	331	{'9'}	1
1	205632009	205632179	1	4	0	0	0	1	0	0	0	0	0	0	0	0	332	{'4'}	1
1	205632534	205632601	1	4	0	0	0	1	0	0	0	0	0	0	0	0	333	{'4'}	1
1	207995357	207995469	1	4	0	0	0	1	0	0	0	0	0	0	0	0	334	{'4'}	1
1	208132389	208132541	1	11	0	0	0	0	0	0	0	0	0	0	1	0	335	{'11'}	1
1	208404492	208404497	1	2	0	1	0	0	0	0	0	0	0	0	0	0	336	{'2'}	1
1	210111246	210111285	1	1	1	0	0	0	0	0	0	0	0	0	0	0	337	{'1'}	1
1	210426223	210426320	3	3,9,3	0	0	2	0	0	0	0	0	1	0	0	0	338	{'9', '3'}	2
1	212188254	212188446	1	2	0	1	0	0	0	0	0	0	0	0	0	0	339	{'2'}	1
1	212687084	212687137	1	11	0	0	0	0	0	0	0	0	0	0	1	0	340	{'11'}	1
1	212780164	212780219	1	5	0	0	0	0	1	0	0	0	0	0	0	0	341	{'5'}	1
1	214153302	214153362	1	11	0	0	0	0	0	0	0	0	0	0	1	0	342	{'11'}	1
1	214162524	214162602	1	3	0	0	1	0	0	0	0	0	0	0	0	0	343	{'3'}	1
1	214724324	214724507	1	11	0	0	0	0	0	0	0	0	0	0	1	0	344	{'11'}	1
1	217313050	217313125	1	12	0	0	0	0	0	0	0	0	0	0	0	1	345	{'12'}	1
1	219347152	219347450	1	10	0	0	0	0	0	0	0	0	0	1	0	0	346	{'10'}	1
1	220959571	220959709	4	3,3,9,3	0	0	3	0	0	0	0	0	1	0	0	0	347	{'9', '3'}	2
1	221050088	221050104	1	12	0	0	0	0	0	0	0	0	0	0	0	1	348	{'12'}	1
1	221050700	221050766	1	2	0	1	0	0	0	0	0	0	0	0	0	0	349	{'2'}	1
1	223302763	223302877	1	11	0	0	0	0	0	0	0	0	0	0	1	0	350	{'11'}	1
1	224374276	224374332	1	4	0	0	0	1	0	0	0	0	0	0	0	0	351	{'4'}	1
1	226099167	226099243	3	10,10,11	0	0	0	0	0	0	0	0	0	2	1	0	352	{'10', '11'}	2
1	226163041	226163093	1	3	0	0	1	0	0	0	0	0	0	0	0	0	353	{'3'}	1
1	226271763	226271841	1	9	0	0	0	0	0	0	0	0	1	0	0	0	354	{'9'}	1
1	226310791	226310848	1	9	0	0	0	0	0	0	0	0	1	0	0	0	355	{'9'}	1
1	226925173	226925211	1	1	1	0	0	0	0	0	0	0	0	0	0	0	356	{'1'}	1
1	226925266	226925287	1	1	1	0	0	0	0	0	0	0	0	0	0	0	357	{'1'}	1
1	228289801	228289858	1	12	0	0	0	0	0	0	0	0	0	0	0	1	358	{'12'}	1
1	228346574	228346641	1	3	0	0	1	0	0	0	0	0	0	0	0	0	359	{'3'}	1
1	228354516	228354569	1	9	0	0	0	0	0	0	0	0	1	0	0	0	360	{'9'}	1
1	228528832	228528999	1	6	0	0	0	0	0	1	0	0	0	0	0	0	361	{'6'}	1
1	228558873	228559132	1	9	0	0	0	0	0	0	0	0	1	0	0	0	362	{'9'}	1
1	228651909	228651965	1	1	1	0	0	0	0	0	0	0	0	0	0	0	363	{'1'}	1
1	228872226	228872289	1	5	0	0	0	0	1	0	0	0	0	0	0	0	364	{'5'}	1
1	230907828	230907887	1	7	0	0	0	0	0	0	1	0	0	0	0	0	365	{'7'}	1
1	233650789	233650853	1	5	0	0	0	0	1	0	0	0	0	0	0	0	366	{'5'}	1
1	233749749	233749810	1	8	0	0	0	0	0	0	0	1	0	0	0	0	367	{'8'}	1
1	234040331	234040592	1	1	1	0	0	0	0	0	0	0	0	0	0	0	368	{'1'}	1
1	234040694	234040781	1	1	1	0	0	0	0	0	0	0	0	0	0	0	369	{'1'}	1
1	234040833	234040929	1	1	1	0	0	0	0	0	0	0	0	0	0	0	370	{'1'}	1
1	234492685	234492736	1	11	0	0	0	0	0	0	0	0	0	0	1	0	371	{'11'}	1
1	234998788	234998949	1	2	0	1	0	0	0	0	0	0	0	0	0	0	372	{'2'}	1
1	235053806	235053864	1	3	0	0	1	0	0	0	0	0	0	0	0	0	373	{'3'}	1
1	235105765	235105925	1	1	1	0	0	0	0	0	0	0	0	0	0	0	374	{'1'}	1
1	235665643	235665705	1	4	0	0	0	1	0	0	0	0	0	0	0	0	375	{'4'}	1
1	241519981	241520111	1	3	0	0	1	0	0	0	0	0	0	0	0	0	376	{'3'}	1
1	241520183	241520776	1	3	0	0	1	0	0	0	0	0	0	0	0	0	377	{'3'}	1
1	241587361	241587425	1	3	0	0	1	0	0	0	0	0	0	0	0	0	378	{'3'}	1
1	244345294	244345366	1	10	0	0	0	0	0	0	0	0	0	1	0	0	379	{'10'}	1
1	245769070	245769154	1	7	0	0	0	0	0	0	1	0	0	0	0	0	380	{'7'}	1
1	246939378	246939454	1	4	0	0	0	1	0	0	0	0	0	0	0	0	381	{'4'}	1
1	246952276	246952386	1	11	0	0	0	0	0	0	0	0	0	0	1	0	382	{'11'}	1
10	294510	294560	1	2	0	1	0	0	0	0	0	0	0	0	0	0	383	{'2'}	1
10	696265	696364	1	6	0	0	0	0	0	1	0	0	0	0	0	0	384	{'6'}	1
10	734788	734894	1	8	0	0	0	0	0	0	0	1	0	0	0	0	385	{'8'}	1
10	734967	735027	1	8	0	0	0	0	0	0	0	1	0	0	0	0	386	{'8'}	1
10	735296	735409	1	8	0	0	0	0	0	0	0	1	0	0	0	0	387	{'8'}	1
10	1506411	1506440	1	10	0	0	0	0	0	0	0	0	0	1	0	0	388	{'10'}	1
10	1778930	1778996	1	1	1	0	0	0	0	0	0	0	0	0	0	0	389	{'1'}	1
10	2062619	2062715	1	10	0	0	0	0	0	0	0	0	0	1	0	0	390	{'10'}	1
10	2143214	2147081	1	10	0	0	0	0	0	0	0	0	0	1	0	0	391	{'10'}	1
10	3160907	3161072	4	6,1,6,6	1	0	0	0	0	3	0	0	0	0	0	0	392	{'6', '1'}	2
10	3627758	3627819	1	10	0	0	0	0	0	0	0	0	0	1	0	0	393	{'10'}	1
10	3805441	3805499	1	7	0	0	0	0	0	0	1	0	0	0	0	0	394	{'7'}	1
10	3823818	3823845	1	4	0	0	0	1	0	0	0	0	0	0	0	0	395	{'4'}	1
10	4868006	4868069	1	5	0	0	0	0	1	0	0	0	0	0	0	0	396	{'5'}	1
10	5566849	5566945	1	7	0	0	0	0	0	0	1	0	0	0	0	0	397	{'7'}	1
10	5567231	5567533	1	7	0	0	0	0	0	0	1	0	0	0	0	0	398	{'7'}	1
10	5690688	5690753	1	3	0	0	1	0	0	0	0	0	0	0	0	0	399	{'3'}	1
10	6078822	6078848	1	7	0	0	0	0	0	0	1	0	0	0	0	0	400	{'7'}	1
10	6261185	6261207	1	7	0	0	0	0	0	0	1	0	0	0	0	0	401	{'7'}	1
10	6261405	6261442	1	7	0	0	0	0	0	0	1	0	0	0	0	0	402	{'7'}	1
10	7449726	7449811	1	2	0	1	0	0	0	0	0	0	0	0	0	0	403	{'2'}	1
10	7450525	7450644	1	1	1	0	0	0	0	0	0	0	0	0	0	0	404	{'1'}	1
10	7451122	7451203	1	1	1	0	0	0	0	0	0	0	0	0	0	0	405	{'1'}	1
10	7452415	7452526	1	1	1	0	0	0	0	0	0	0	0	0	0	0	406	{'1'}	1
10	7452746	7452962	1	1	1	0	0	0	0	0	0	0	0	0	0	0	407	{'1'}	1
10	7618482	7618596	1	10	0	0	0	0	0	0	0	0	0	1	0	0	408	{'10'}	1
10	7708898	7708957	1	1	1	0	0	0	0	0	0	0	0	0	0	0	409	{'1'}	1
10	8097690	8097744	1	3	0	0	1	0	0	0	0	0	0	0	0	0	410	{'3'}	1
10	8098015	8098101	1	3	0	0	1	0	0	0	0	0	0	0	0	0	411	{'3'}	1
10	8100420	8100600	1	3	0	0	1	0	0	0	0	0	0	0	0	0	412	{'3'}	1
10	8100694	8100768	1	3	0	0	1	0	0	0	0	0	0	0	0	0	413	{'3'}	1
10	10662741	10662798	1	10	0	0	0	0	0	0	0	0	0	1	0	0	414	{'10'}	1
10	11207452	11207675	1	2	0	1	0	0	0	0	0	0	0	0	0	0	415	{'2'}	1
10	11207738	11207907	1	2	0	1	0	0	0	0	0	0	0	0	0	0	416	{'2'}	1
10	11865792	11865906	1	11	0	0	0	0	0	0	0	0	0	0	1	0	417	{'11'}	1
10	12262837	12262893	1	2	0	1	0	0	0	0	0	0	0	0	0	0	418	{'2'}	1
10	13771434	13771476	1	10	0	0	0	0	0	0	0	0	0	1	0	0	419	{'10'}	1
10	15033181	15033261	1	9	0	0	0	0	0	0	0	0	1	0	0	0	420	{'9'}	1
10	18429339	18429453	1	6	0	0	0	0	0	1	0	0	0	0	0	0	421	{'6'}	1
10	21463542	21463651	1	5	0	0	0	0	1	0	0	0	0	0	0	0	422	{'5'}	1
10	21788728	21788732	1	10	0	0	0	0	0	0	0	0	0	1	0	0	423	{'10'}	1
10	21789249	21789395	1	12	0	0	0	0	0	0	0	0	0	0	0	1	424	{'12'}	1
10	22542260	22542567	1	12	0	0	0	0	0	0	0	0	0	0	0	1	425	{'12'}	1
10	22765744	22765777	1	12	0	0	0	0	0	0	0	0	0	0	0	1	426	{'12'}	1
10	22765895	22765967	1	12	0	0	0	0	0	0	0	0	0	0	0	1	427	{'12'}	1
10	22766048	22766108	1	12	0	0	0	0	0	0	0	0	0	0	0	1	428	{'12'}	1
10	22766173	22766210	1	12	0	0	0	0	0	0	0	0	0	0	0	1	429	{'12'}	1
10	23983835	23984002	1	1	1	0	0	0	0	0	0	0	0	0	0	0	430	{'1'}	1
10	25241141	25241289	1	3	0	0	1	0	0	0	0	0	0	0	0	0	431	{'3'}	1
10	25463785	25463945	1	8	0	0	0	0	0	0	0	1	0	0	0	0	432	{'8'}	1
10	25464654	25464667	1	1	1	0	0	0	0	0	0	0	0	0	0	0	433	{'1'}	1
10	26222971	26223052	1	1	1	0	0	0	0	0	0	0	0	0	0	0	434	{'1'}	1
10	26223251	26223318	1	1	1	0	0	0	0	0	0	0	0	0	0	0	435	{'1'}	1
10	26506700	26506832	1	1	1	0	0	0	0	0	0	0	0	0	0	0	436	{'1'}	1
10	26506901	26506981	1	1	1	0	0	0	0	0	0	0	0	0	0	0	437	{'1'}	1
10	28034135	28034191	1	1	1	0	0	0	0	0	0	0	0	0	0	0	438	{'1'}	1
10	29414318	29414373	1	3	0	0	1	0	0	0	0	0	0	0	0	0	439	{'3'}	1
10	29762797	29762863	1	11	0	0	0	0	0	0	0	0	0	0	1	0	440	{'11'}	1
10	30347771	30347876	1	3	0	0	1	0	0	0	0	0	0	0	0	0	441	{'3'}	1
10	33623153	33623294	1	8	0	0	0	0	0	0	0	1	0	0	0	0	442	{'8'}	1
10	35103438	35103565	1	8	0	0	0	0	0	0	0	1	0	0	0	0	443	{'8'}	1
10	36813279	36813331	1	5	0	0	0	0	1	0	0	0	0	0	0	0	444	{'5'}	1
10	42971587	42971645	1	1	1	0	0	0	0	0	0	0	0	0	0	0	445	{'1'}	1
10	43725476	43725554	1	1	1	0	0	0	0	0	0	0	0	0	0	0	446	{'1'}	1
10	43778498	43778593	1	11	0	0	0	0	0	0	0	0	0	0	1	0	447	{'11'}	1
10	43819362	43819431	1	10	0	0	0	0	0	0	0	0	0	1	0	0	448	{'10'}	1
10	48370644	48370726	1	5	0	0	0	0	1	0	0	0	0	0	0	0	449	{'5'}	1
10	49200732	49200806	1	9	0	0	0	0	0	0	0	0	1	0	0	0	450	{'9'}	1
10	49673520	49673645	3	4,10,10	0	0	0	1	0	0	0	0	0	2	0	0	451	{'10', '4'}	2
10	49674699	49674940	1	9	0	0	0	0	0	0	0	0	1	0	0	0	452	{'9'}	1
10	52177880	52178171	1	4	0	0	0	1	0	0	0	0	0	0	0	0	453	{'4'}	1
10	62492787	62492953	1	5	0	0	0	0	1	0	0	0	0	0	0	0	454	{'5'}	1
10	63809029	63809150	1	12	0	0	0	0	0	0	0	0	0	0	0	1	455	{'12'}	1
10	71077881	71078078	1	9	0	0	0	0	0	0	0	0	1	0	0	0	456	{'9'}	1
10	73137257	73137310	1	5	0	0	0	0	1	0	0	0	0	0	0	0	457	{'5'}	1
10	73629527	73629603	1	7	0	0	0	0	0	0	1	0	0	0	0	0	458	{'7'}	1
10	75475342	75475415	1	4	0	0	0	1	0	0	0	0	0	0	0	0	459	{'4'}	1
10	77159065	77159137	1	4	0	0	0	1	0	0	0	0	0	0	0	0	460	{'4'}	1
10	77164443	77164501	1	3	0	0	1	0	0	0	0	0	0	0	0	0	461	{'3'}	1
10	77164555	77164578	1	3	0	0	1	0	0	0	0	0	0	0	0	0	462	{'3'}	1
10	77164599	77164710	1	3	0	0	1	0	0	0	0	0	0	0	0	0	463	{'3'}	1
10	77872170	77872228	1	3	0	0	1	0	0	0	0	0	0	0	0	0	464	{'3'}	1
10	80228305	80228364	1	2	0	1	0	0	0	0	0	0	0	0	0	0	465	{'2'}	1
10	80911464	80912381	1	7	0	0	0	0	0	0	1	0	0	0	0	0	466	{'7'}	1
10	81002498	81002557	1	1	1	0	0	0	0	0	0	0	0	0	0	0	467	{'1'}	1
10	81966699	81966753	2	2,6	0	1	0	0	0	1	0	0	0	0	0	0	468	{'6', '2'}	2
10	83634277	83634393	1	1	1	0	0	0	0	0	0	0	0	0	0	0	469	{'1'}	1
10	83634521	83634583	1	1	1	0	0	0	0	0	0	0	0	0	0	0	470	{'1'}	1
10	83634722	83634861	1	1	1	0	0	0	0	0	0	0	0	0	0	0	471	{'1'}	1
10	83635014	83635074	1	1	1	0	0	0	0	0	0	0	0	0	0	0	472	{'1'}	1
10	83635219	83635271	1	1	1	0	0	0	0	0	0	0	0	0	0	0	473	{'1'}	1
10	88296243	88296316	1	12	0	0	0	0	0	0	0	0	0	0	0	1	474	{'12'}	1
10	88702403	88702494	1	2	0	1	0	0	0	0	0	0	0	0	0	0	475	{'2'}	1
10	88730008	88730042	1	12	0	0	0	0	0	0	0	0	0	0	0	1	476	{'12'}	1
10	88731295	88731466	1	4	0	0	0	1	0	0	0	0	0	0	0	0	477	{'4'}	1
10	92617258	92617306	1	1	1	0	0	0	0	0	0	0	0	0	0	0	478	{'1'}	1
10	93647111	93647150	1	4	0	0	0	1	0	0	0	0	0	0	0	0	479	{'4'}	1
10	94451625	94451808	1	12	0	0	0	0	0	0	0	0	0	0	0	1	480	{'12'}	1
10	95360846	95361119	1	8	0	0	0	0	0	0	0	1	0	0	0	0	481	{'8'}	1
10	99655487	99655563	1	7	0	0	0	0	0	0	1	0	0	0	0	0	482	{'7'}	1
10	101089413	101089571	1	1	1	0	0	0	0	0	0	0	0	0	0	0	483	{'1'}	1
10	101090026	101090206	1	1	1	0	0	0	0	0	0	0	0	0	0	0	484	{'1'}	1
10	102586893	102586949	1	10	0	0	0	0	0	0	0	0	0	1	0	0	485	{'10'}	1
10	102587005	102587135	1	10	0	0	0	0	0	0	0	0	0	1	0	0	486	{'10'}	1
10	102587337	102587417	1	10	0	0	0	0	0	0	0	0	0	1	0	0	487	{'10'}	1
10	102587485	102587579	1	10	0	0	0	0	0	0	0	0	0	1	0	0	488	{'10'}	1
10	102587682	102587844	1	10	0	0	0	0	0	0	0	0	0	1	0	0	489	{'10'}	1
10	102588069	102588153	1	10	0	0	0	0	0	0	0	0	0	1	0	0	490	{'10'}	1
10	102643160	102643211	1	3	0	0	1	0	0	0	0	0	0	0	0	0	491	{'3'}	1
10	104170343	104170494	1	11	0	0	0	0	0	0	0	0	0	0	1	0	492	{'11'}	1
10	104417034	104417123	1	2	0	1	0	0	0	0	0	0	0	0	0	0	493	{'2'}	1
10	105420146	105420296	1	7	0	0	0	0	0	0	1	0	0	0	0	0	494	{'7'}	1
10	105420704	105420756	1	7	0	0	0	0	0	0	1	0	0	0	0	0	495	{'7'}	1
10	111767350	111767401	1	4	0	0	0	1	0	0	0	0	0	0	0	0	496	{'4'}	1
10	112838506	112838569	1	12	0	0	0	0	0	0	0	0	0	0	0	1	497	{'12'}	1
10	114059319	114059368	1	10	0	0	0	0	0	0	0	0	0	1	0	0	498	{'10'}	1
10	114129553	114129655	1	2	0	1	0	0	0	0	0	0	0	0	0	0	499	{'2'}	1
10	114130096	114130253	1	2	0	1	0	0	0	0	0	0	0	0	0	0	500	{'2'}	1
10	116307396	116307496	1	6	0	0	0	0	0	1	0	0	0	0	0	0	501	{'6'}	1
10	118031565	118031654	1	1	1	0	0	0	0	0	0	0	0	0	0	0	502	{'1'}	1
10	118031712	118031803	1	1	1	0	0	0	0	0	0	0	0	0	0	0	503	{'1'}	1
10	118032296	118032533	1	1	1	0	0	0	0	0	0	0	0	0	0	0	504	{'1'}	1
10	118894341	118894431	4	12,7,12,12	0	0	0	0	0	0	1	0	0	0	0	3	505	{'7', '12'}	2
10	119306194	119306275	1	10	0	0	0	0	0	0	0	0	0	1	0	0	506	{'10'}	1
10	120515308	120515408	1	3	0	0	1	0	0	0	0	0	0	0	0	0	507	{'3'}	1
10	121252849	121252903	1	12	0	0	0	0	0	0	0	0	0	0	0	1	508	{'12'}	1
10	122708595	122708677	1	11	0	0	0	0	0	0	0	0	0	0	1	0	509	{'11'}	1
10	123368707	123368754	1	6	0	0	0	0	0	1	0	0	0	0	0	0	510	{'6'}	1
10	123738188	123738267	1	2	0	1	0	0	0	0	0	0	0	0	0	0	511	{'2'}	1
10	123845302	123845421	1	7	0	0	0	0	0	0	1	0	0	0	0	0	512	{'7'}	1
10	123872421	123872852	1	8	0	0	0	0	0	0	0	1	0	0	0	0	513	{'8'}	1
10	124910253	124910363	1	11	0	0	0	0	0	0	0	0	0	0	1	0	514	{'11'}	1
10	125425834	125425882	1	1	1	0	0	0	0	0	0	0	0	0	0	0	515	{'1'}	1
10	125852139	125852191	1	1	1	0	0	0	0	0	0	0	0	0	0	0	516	{'1'}	1
10	125852451	125852559	1	1	1	0	0	0	0	0	0	0	0	0	0	0	517	{'1'}	1
10	125852648	125852866	1	1	1	0	0	0	0	0	0	0	0	0	0	0	518	{'1'}	1
10	126198979	126199050	1	10	0	0	0	0	0	0	0	0	0	1	0	0	519	{'10'}	1
10	126222981	126223006	1	12	0	0	0	0	0	0	0	0	0	0	0	1	520	{'12'}	1
10	128076421	128076493	1	6	0	0	0	0	0	1	0	0	0	0	0	0	521	{'6'}	1
10	128076753	128076829	1	6	0	0	0	0	0	1	0	0	0	0	0	0	522	{'6'}	1
10	128076933	128076991	1	6	0	0	0	0	0	1	0	0	0	0	0	0	523	{'6'}	1
10	128593640	128593813	1	8	0	0	0	0	0	0	0	1	0	0	0	0	524	{'8'}	1
10	128594202	128594320	1	8	0	0	0	0	0	0	0	1	0	0	0	0	525	{'8'}	1
10	131694867	131694921	1	10	0	0	0	0	0	0	0	0	0	1	0	0	526	{'10'}	1
10	131770761	131770813	1	1	1	0	0	0	0	0	0	0	0	0	0	0	527	{'1'}	1
10	131927447	131927505	1	10	0	0	0	0	0	0	0	0	0	1	0	0	528	{'10'}	1
10	132600181	132600225	1	5	0	0	0	0	1	0	0	0	0	0	0	0	529	{'5'}	1
10	132921974	132924385	1	10	0	0	0	0	0	0	0	0	0	1	0	0	530	{'10'}	1
10	132945321	132945374	1	10	0	0	0	0	0	0	0	0	0	1	0	0	531	{'10'}	1
10	133479331	133479434	1	2	0	1	0	0	0	0	0	0	0	0	0	0	532	{'2'}	1
10	133795994	133796132	1	6	0	0	0	0	0	1	0	0	0	0	0	0	533	{'6'}	1
10	134062556	134062614	1	9	0	0	0	0	0	0	0	0	1	0	0	0	534	{'9'}	1
10	134212851	134212967	1	6	0	0	0	0	0	1	0	0	0	0	0	0	535	{'6'}	1
10	134221515	134221637	1	9	0	0	0	0	0	0	0	0	1	0	0	0	536	{'9'}	1
10	134256386	134256446	1	12	0	0	0	0	0	0	0	0	0	0	0	1	537	{'12'}	1
10	134300936	134301034	1	1	1	0	0	0	0	0	0	0	0	0	0	0	538	{'1'}	1
10	134390329	134390384	1	4	0	0	0	1	0	0	0	0	0	0	0	0	539	{'4'}	1
10	134481322	134481420	1	2	0	1	0	0	0	0	0	0	0	0	0	0	540	{'2'}	1
10	134527172	134527234	1	10	0	0	0	0	0	0	0	0	0	1	0	0	541	{'10'}	1
10	134542301	134542330	1	2	0	1	0	0	0	0	0	0	0	0	0	0	542	{'2'}	1
10	134593247	134593303	1	10	0	0	0	0	0	0	0	0	0	1	0	0	543	{'10'}	1
10	134597799	134597951	1	12	0	0	0	0	0	0	0	0	0	0	0	1	544	{'12'}	1
10	134755842	134756071	1	1	1	0	0	0	0	0	0	0	0	0	0	0	545	{'1'}	1
10	134756237	134756346	1	1	1	0	0	0	0	0	0	0	0	0	0	0	546	{'1'}	1
10	134901829	134902029	1	1	1	0	0	0	0	0	0	0	0	0	0	0	547	{'1'}	1
10	134945569	134945662	1	10	0	0	0	0	0	0	0	0	0	1	0	0	548	{'10'}	1
11	441726	441766	1	5	0	0	0	0	1	0	0	0	0	0	0	0	549	{'5'}	1
11	460402	460474	1	2	0	1	0	0	0	0	0	0	0	0	0	0	550	{'2'}	1
11	499363	499426	1	2	0	1	0	0	0	0	0	0	0	0	0	0	551	{'2'}	1
11	504428	504563	1	11	0	0	0	0	0	0	0	0	0	0	1	0	552	{'11'}	1
11	528886	528939	1	11	0	0	0	0	0	0	0	0	0	0	1	0	553	{'11'}	1
11	624631	624658	1	6	0	0	0	0	0	1	0	0	0	0	0	0	554	{'6'}	1
11	640071	640273	1	12	0	0	0	0	0	0	0	0	0	0	0	1	555	{'12'}	1
11	720734	720735	1	6	0	0	0	0	0	1	0	0	0	0	0	0	556	{'6'}	1
11	722129	722236	1	10	0	0	0	0	0	0	0	0	0	1	0	0	557	{'10'}	1
11	824400	824455	1	4	0	0	0	1	0	0	0	0	0	0	0	0	558	{'4'}	1
11	827725	827777	1	9	0	0	0	0	0	0	0	0	1	0	0	0	559	{'9'}	1
11	1008177	1008323	1	11	0	0	0	0	0	0	0	0	0	0	1	0	560	{'11'}	1
11	1244847	1244916	1	12	0	0	0	0	0	0	0	0	0	0	0	1	561	{'12'}	1
11	1482324	1482428	1	10	0	0	0	0	0	0	0	0	0	1	0	0	562	{'10'}	1
11	1506796	1506854	1	10	0	0	0	0	0	0	0	0	0	1	0	0	563	{'10'}	1
11	1577896	1578384	1	12	0	0	0	0	0	0	0	0	0	0	0	1	564	{'12'}	1
11	1769876	1769968	1	1	1	0	0	0	0	0	0	0	0	0	0	0	565	{'1'}	1
11	1867506	1867543	1	2	0	1	0	0	0	0	0	0	0	0	0	0	566	{'2'}	1
11	2130502	2130557	1	9	0	0	0	0	0	0	0	0	1	0	0	0	567	{'9'}	1
11	2753780	2753846	1	5	0	0	0	0	1	0	0	0	0	0	0	0	568	{'5'}	1
11	2753901	2753924	1	5	0	0	0	0	1	0	0	0	0	0	0	0	569	{'5'}	1
11	2812462	2812522	1	2	0	1	0	0	0	0	0	0	0	0	0	0	570	{'2'}	1
11	2828779	2828883	1	12	0	0	0	0	0	0	0	0	0	0	0	1	571	{'12'}	1
11	2890409	2890474	1	10	0	0	0	0	0	0	0	0	0	1	0	0	572	{'10'}	1
11	3497972	3498334	1	9	0	0	0	0	0	0	0	0	1	0	0	0	573	{'9'}	1
11	8103040	8103100	1	1	1	0	0	0	0	0	0	0	0	0	0	0	574	{'1'}	1
